ordernumber,sales_channel,deliverydate,currencycode,order_quantity,discount_applied,unit_price,unit_cost,product_name,customer_names,discount_amount,net_price,profit
SO - 000988,Wholesale,2018-10-04,USD,2,0.05,3832.4,3142.568,Dining Furniture,Sundial ,191.62,7281.56,996.424
SO - 0002973,Wholesale,2019-05-16,USD,1,0.2,1118.9,749.6630000000001,Dining Furniture,Sundial ,223.78000000000003,895.1200000000001,145.457
SO - 0003547,Distributor,2019-08-15,USD,2,0.1,5279.6,3431.74,Dining Furniture,Sundial ,527.96,9503.28,2639.800000000001
SO - 0007577,Online,2020-11-23,USD,1,0.075,1038.5,591.9449999999999,Dining Furniture,Sundial ,77.8875,960.6125,368.6675
SO - 0001445,Online,2018-12-04,USD,4,0.4,2264.6,973.778,Wreaths,Sundial ,905.84,5435.039999999999,1539.927999999999
SO - 0003188,Distributor,2019-06-25,USD,8,0.05,2619.7000000000003,1047.88,Wreaths,Sundial ,130.985,19909.72,11526.68
SO - 0005823,In-Store,2020-05-10,USD,2,0.4,958.1,440.72600000000006,Wreaths,Sundial ,383.24,1149.72,268.2679999999999
SO - 000802,In-Store,2018-09-15,USD,3,0.1,1889.4,1454.8380000000002,Stemware,Sundial ,188.94000000000003,5101.38,736.8659999999991
SO - 0003968,In-Store,2019-09-20,USD,1,0.05,6512.400000000001,4754.052000000001,Stemware,Sundial ,325.62000000000006,6186.780000000001,1432.728
SO - 0007076,In-Store,2020-09-25,USD,5,0.05,1098.8,933.98,Stemware,Sundial ,54.94,5219.299999999999,549.3999999999996
SO - 0003275,In-Store,2019-06-21,USD,3,0.3,998.3,499.15,Accessories,Sundial ,299.48999999999995,2096.43,598.98
SO - 0004066,Online,2019-10-16,USD,7,0.15,1072.0,707.52,Accessories,Sundial ,160.79999999999998,6378.400000000001,1425.7600000000011
SO - 0006620,In-Store,2020-07-23,USD,8,0.1,1085.4,770.634,Accessories,Sundial ,108.54000000000002,7814.880000000001,1649.808000000001
SO - 0005150,Distributor,2020-01-27,USD,6,0.1,1125.6,607.8240000000001,Candles,Sundial ,112.56,6078.24,2431.2959999999994
SO - 0005854,Online,2020-05-10,USD,1,0.05,2338.3,1215.9160000000002,Candles,Sundial ,116.91500000000002,2221.385,1005.469
SO - 0001259,In-Store,2018-11-15,USD,4,0.15,3825.7,2601.476000000001,Cookware,Sundial ,573.8549999999999,13007.38,2601.475999999995
SO - 0003736,Wholesale,2019-08-13,USD,4,0.05,207.7,89.311,Cookware,Sundial ,10.385,789.26,432.01599999999996
SO - 0006399,In-Store,2020-07-17,USD,4,0.05,1333.3,1026.641,Cookware,Sundial ,66.665,5066.54,959.9759999999997
SO - 0001810,In-Store,2019-01-17,USD,5,0.05,1072.0,889.76,Bathroom Furniture,Sundial ,53.6,5092.0,643.1999999999998
SO - 0002703,In-Store,2019-04-19,USD,5,0.075,2854.2000000000003,1427.1,Bathroom Furniture,Sundial ,214.06500000000003,13200.675000000001,6065.175000000001
SO - 0003147,Wholesale,2019-06-10,USD,4,0.075,241.2,108.54,Bathroom Furniture,Sundial ,18.09,892.4399999999999,458.2799999999999
SO - 0003361,Online,2019-06-30,USD,1,0.05,3953.0,3241.46,Bathroom Furniture,Sundial ,197.65,3755.35,513.8899999999999
SO - 0004242,Online,2019-10-12,USD,6,0.05,5333.2,3573.244,Bathroom Furniture,Sundial ,266.66,30399.239999999998,8959.775999999998
SO - 0007723,In-Store,2020-12-09,USD,2,0.05,2854.2000000000003,1712.5200000000002,Bathroom Furniture,Sundial ,142.71,5422.9800000000005,1997.94
SO - 000311,Online,2018-08-03,USD,1,0.1,2606.3,1668.0320000000002,Sculptures,Sundial ,260.63000000000005,2345.67,677.6379999999999
SO - 0002383,In-Store,2019-03-11,USD,3,0.15,3778.8,3023.0400000000004,Sculptures,Sundial ,566.82,9635.94,566.8199999999997
SO - 0005880,In-Store,2020-05-13,USD,5,0.4,2365.1,1348.1069999999995,Audio,Sundial ,946.04,7095.299999999999,354.76500000000124
SO - 0007879,Distributor,2020-12-11,USD,5,0.05,3999.9,2759.931,Audio,Sundial ,199.995,18999.525,5199.870000000001
SO - 0001350,Distributor,2018-11-20,USD,6,0.1,187.6,121.94,Bakeware,Sundial ,18.76,1013.04,281.4
SO - 0004331,Online,2019-10-30,USD,1,0.05,1105.5,585.9150000000001,Bakeware,Sundial ,55.275000000000006,1050.225,464.30999999999983
SO - 0005230,In-Store,2020-02-16,USD,3,0.075,6244.400000000001,5182.852,Bakeware,Sundial ,468.33000000000004,17328.210000000003,1779.6540000000023
SO - 0004752,In-Store,2020-01-04,USD,8,0.05,1152.4,749.0600000000001,Wardrobes,Sundial ,57.620000000000005,8758.240000000002,2765.760000000001
SO - 0006834,Online,2020-08-31,USD,4,0.05,3859.2,2431.2960000000003,Wardrobes,Sundial ,192.96,14664.96,4939.775999999998
SO - 0007341,Online,2020-10-21,USD,1,0.075,2291.4,1214.442,Wardrobes,Sundial ,171.855,2119.545,905.1030000000001
SO - 0004018,Online,2019-10-03,USD,2,0.1,2519.2000000000003,1410.7520000000002,Rugs,Sundial ,251.92000000000004,4534.56,1713.056
SO - 0006362,In-Store,2020-06-15,USD,6,0.075,5386.8,3070.476,Rugs,Sundial ,404.01,29896.739999999998,11473.883999999998
SO - 0001658,Distributor,2019-01-02,USD,5,0.075,1755.4,965.47,Floor Lamps,Sundial ,131.655,8118.725,3291.375
SO - 0002406,In-Store,2019-03-22,USD,8,0.1,3892.7,1557.0800000000002,Floor Lamps,Sundial ,389.27,28027.44,15570.799999999997
SO - 0003110,In-Store,2019-05-30,USD,4,0.05,964.8,569.232,Floor Lamps,Sundial ,48.24,3666.24,1389.312
SO - 0005847,In-Store,2020-04-18,USD,2,0.075,3819.0,2482.35,Floor Lamps,Sundial ,286.425,7065.15,2100.45
SO - 000503,In-Store,2018-08-11,USD,6,0.05,964.8,675.36,Vases,Sundial ,48.24,5499.36,1447.1999999999998
SO - 0002660,In-Store,2019-05-01,USD,3,0.075,2425.4,2013.082,Vases,Sundial ,181.905,6730.485,691.2389999999996
SO - 0002983,In-Store,2019-05-26,USD,3,0.1,227.8,164.016,Vases,Sundial ,22.78,615.0600000000001,123.01200000000006
SO - 0003082,Distributor,2019-05-31,USD,6,0.05,2492.4,1520.364,Vases,Sundial ,124.62,14206.68,5084.495999999999
SO - 0004412,In-Store,2019-11-23,USD,2,0.075,1065.3,607.2209999999999,Vases,Sundial ,79.8975,1970.8049999999998,756.363
SO - 0005386,Distributor,2020-03-16,USD,1,0.05,3879.3,2754.303,Vases,Sundial ,193.96500000000003,3685.335,931.0320000000002
SO - 0002375,Wholesale,2019-03-20,USD,3,0.05,1876.0,1256.92,Computers,Sundial ,93.80000000000001,5346.6,1575.8400000000001
SO - 0003212,Online,2019-06-21,USD,2,0.05,227.8,109.344,Computers,Sundial ,11.39,432.82000000000005,214.13200000000006
SO - 0006149,Distributor,2020-05-27,USD,3,0.15,2458.9,1254.039,Computers,Sundial ,368.835,6270.195,2508.0779999999995
SO - 0006259,Distributor,2020-07-03,USD,2,0.05,1058.6,709.2620000000002,Computers,Sundial ,52.93,2011.34,592.8159999999996
SO - 000237,Online,2018-07-01,USD,5,0.4,1721.9,1084.797,TV and video,Sundial ,688.7600000000001,5165.699999999999,-258.2850000000017
SO - 0003859,Distributor,2019-08-31,USD,2,0.075,227.8,120.734,TV and video,Sundial ,17.085,421.43,179.96200000000002
SO - 0006533,In-Store,2020-07-17,USD,3,0.075,6378.400000000001,4783.8,TV and video,Sundial ,478.38,17700.06,3348.66
SO - 0004061,Distributor,2019-10-11,USD,8,0.15,3993.2,1757.008,Table Lamps,Sundial ,598.9799999999999,27153.76,13097.695999999998
SO - 0002487,Distributor,2019-03-16,USD,7,0.05,3859.2,1968.192,Bar Tools,Sundial ,192.96,25663.68,11886.336
SO - 0005812,Online,2020-04-17,USD,7,0.1,1085.4,716.3640000000001,Bar Tools,Sundial ,108.54000000000002,6838.02,1823.4719999999998
SO - 0002863,In-Store,2019-05-24,USD,4,0.05,6097.0,4877.6,Wall Frames,Sundial ,304.85,23168.6,3658.199999999997
SO - 0005504,Online,2020-03-05,USD,7,0.05,3966.4,1586.5600000000002,Wall Frames,Sundial ,198.32000000000002,26376.559999999998,15270.639999999996
SO - 0006664,Online,2020-08-13,USD,4,0.4,723.6,586.1160000000001,Wall Frames,Sundial ,289.44,1736.64,-607.8240000000003
SO - 0007090,In-Store,2020-09-23,USD,7,0.05,2345.0,1172.5,Wall Frames,Sundial ,117.25,15594.25,7386.75
SO - 0007754,Online,2020-12-19,USD,6,0.15,3999.9,2719.932,Wall Frames,Sundial ,599.985,20399.489999999998,4079.8979999999992
SO - 000545,Distributor,2018-08-05,USD,7,0.05,944.7,689.631,Outdoor Decor,Sundial ,47.23500000000001,6282.255,1454.8380000000006
SO - 0003801,Online,2019-09-01,USD,1,0.3,1092.1,862.7590000000001,Outdoor Decor,Sundial ,327.62999999999994,764.47,-98.2890000000001
SO - 0004470,Distributor,2019-11-27,USD,6,0.075,1922.9,1115.282,Outdoor Decor,Sundial ,144.2175,10672.095000000001,3980.403000000002
SO - 0005284,In-Store,2020-02-19,USD,2,0.1,3906.1,1874.928,Outdoor Decor,Sundial ,390.61,7030.98,3281.1239999999993
SO - 0005618,In-Store,2020-03-28,USD,2,0.1,2345.0,1360.1,Outdoor Decor,Sundial ,234.5,4221.0,1500.8000000000002
SO - 0007636,Wholesale,2020-11-21,USD,6,0.075,4006.6,2283.762,Outdoor Decor,Sundial ,300.495,22236.63,8534.058
SO - 0003340,In-Store,2019-07-15,USD,3,0.075,891.1,543.571,Table Linens,Sundial ,66.8325,2472.8025000000002,842.0895
SO - 0005359,In-Store,2020-03-07,USD,1,0.05,1762.1,1427.3010000000002,Table Linens,Sundial ,88.105,1673.995,246.69399999999973
SO - 0006694,In-Store,2020-08-25,USD,6,0.05,3919.5,2273.31,Table Linens,Sundial ,195.97500000000002,22341.15,8701.29
SO - 0007863,Distributor,2020-12-31,USD,7,0.075,1902.8,1065.568,Table Linens,Sundial ,142.70999999999998,12320.63,4861.6539999999995
SO - 0002141,Online,2019-02-07,USD,8,0.15,2532.6,1316.952,Outdoor Furniture,Sundial ,379.89,17221.68,6686.064
SO - 0004366,Online,2019-11-21,USD,1,0.075,1929.6,1041.9840000000002,Outdoor Furniture,Sundial ,144.72,1784.8799999999999,742.8959999999997
SO - 0005005,Online,2020-01-30,USD,5,0.15,1916.2,1341.34,Outdoor Furniture,Sundial ,287.43,8143.85,1437.1500000000005
SO - 0006886,Wholesale,2020-09-05,USD,7,0.1,1125.6,585.3120000000001,Clocks,Sundial ,112.56,7091.28,2994.0959999999986
SO - 0007227,In-Store,2020-10-22,USD,3,0.15,1721.9,1050.359,Clocks,Sundial ,258.285,4390.845,1239.7680000000005
SO - 0007755,Wholesale,2020-12-12,USD,5,0.05,723.6,376.2720000000001,Clocks,Sundial ,36.18,3437.1000000000004,1555.7399999999998
SO - 000421,In-Store,2018-08-05,USD,4,0.15,2398.6,1894.894,Platters,Sundial ,359.78999999999996,8155.24,575.6639999999998
SO - 0001533,In-Store,2018-12-08,USD,4,0.15,6298.0,4534.56,Platters,Sundial ,944.6999999999999,21413.2,3274.959999999999
SO - 0002070,In-Store,2019-01-20,USD,7,0.2,207.7,159.92900000000003,Platters,Sundial ,41.54,1163.12,43.616999999999734
SO - 0002624,Online,2019-04-30,USD,5,0.05,1085.4,911.736,Platters,Sundial ,54.27000000000001,5155.650000000001,596.9700000000003
SO - 0005698,In-Store,2020-04-20,USD,1,0.05,207.7,114.235,Platters,Sundial ,10.385,197.315,83.08
SO - 0006430,In-Store,2020-07-09,USD,4,0.075,1112.2,500.49,Platters,Sundial ,83.415,4115.14,2113.1800000000003
SO - 0006557,Online,2020-07-16,USD,7,0.1,817.4,514.962,Platters,Sundial ,81.74000000000001,5149.62,1544.886
SO - 0007516,Wholesale,2020-11-03,USD,7,0.05,3758.7,2706.264,Platters,Sundial ,187.935,24995.355,6051.506999999998
SO - 0001415,Distributor,2018-11-30,USD,6,0.1,3953.0,3241.46,Mirrors,Sundial ,395.3,21346.199999999997,1897.439999999995
SO - 0001541,In-Store,2018-12-10,USD,8,0.05,3966.4,2697.152,Mirrors,Sundial ,198.32000000000002,30144.64,8567.423999999999
SO - 0005426,Online,2020-02-25,USD,5,0.075,2499.1,1949.298,Mirrors,Sundial ,187.43249999999998,11558.3375,1811.8474999999999
SO - 0007966,Online,2021-01-17,USD,3,0.05,938.0,637.84,Mirrors,Sundial ,46.900000000000006,2673.3,759.7800000000002
SO - 000249,Distributor,2018-07-04,USD,7,0.05,227.8,100.232,Dinnerware,Sundial ,11.39,1514.8700000000001,813.2460000000001
SO - 0001575,In-Store,2018-12-07,USD,6,0.075,1922.9,1211.427,Dinnerware,Sundial ,144.2175,10672.095000000001,3403.5330000000013
SO - 0004236,Online,2019-10-27,USD,7,0.3,2613.0,1097.46,Dinnerware,Sundial ,783.9,12803.699999999999,5121.479999999999
SO - 0004477,Online,2019-12-11,USD,4,0.1,2338.3,1987.555,Dinnerware,Sundial ,233.83000000000004,8417.880000000001,467.66000000000076
SO - 0005451,Distributor,2020-03-08,USD,6,0.075,3390.2000000000003,2339.238,Dinnerware,Sundial ,254.26500000000001,18815.61,4780.182000000001
SO - 0006704,Wholesale,2020-08-15,USD,4,0.1,5085.3,3661.416,Dinnerware,Sundial ,508.53000000000003,18307.08,3661.416000000001
SO - 0002278,In-Store,2019-02-24,USD,4,0.05,2472.3,1335.042,Furniture Cushions,Sundial ,123.61500000000001,9394.740000000002,4054.572000000002
SO - 0004482,Online,2019-11-19,USD,7,0.1,743.7,572.649,Furniture Cushions,Sundial ,74.37,4685.31,676.7670000000003
SO - 0006221,In-Store,2020-06-25,USD,1,0.05,2398.6,1127.342,Furniture Cushions,Sundial ,119.93,2278.67,1151.328
SO - 0007906,In-Store,2020-12-21,USD,5,0.15,6478.900000000001,4405.652000000001,Furniture Cushions,Sundial ,971.835,27535.325000000004,5507.064999999999
SO - 0003284,Distributor,2019-07-08,USD,4,0.075,2378.5,1379.53,Photo Frames,Sundial ,178.3875,8800.45,3282.330000000001
SO - 0001452,Wholesale,2018-12-02,USD,8,0.15,1038.5,591.9449999999999,Bedroom Furniture,Sundial ,155.775,7061.8,2326.2400000000007
SO - 0002454,Distributor,2019-03-20,USD,4,0.075,938.0,450.24,Bedroom Furniture,Sundial ,70.35,3470.6,1669.6399999999999
SO - 0006003,In-Store,2020-05-24,USD,1,0.1,1949.7,1559.7600000000002,Bedroom Furniture,Sundial ,194.97000000000003,1754.73,194.9699999999998
SO - 0006144,Online,2020-06-12,USD,2,0.075,2345.0,1735.3,Bedroom Furniture,Sundial ,175.875,4338.25,867.6500000000001
SO - 0001725,Distributor,2018-12-26,USD,7,0.075,6525.8,2806.094,Ornaments,Sundial ,489.435,42254.555,22611.897
SO - 0002193,Online,2019-03-04,USD,7,0.075,1735.3,850.2969999999999,Ornaments,Sundial ,130.14749999999998,11236.0675,5283.9884999999995
SO - 0005187,In-Store,2020-02-16,USD,3,0.1,1788.9,1216.4520000000002,Ornaments,Sundial ,178.89000000000001,4830.03,1180.673999999999
SO - 0006029,Distributor,2020-05-19,USD,4,0.05,201.0,84.42,Ornaments,Sundial ,10.05,763.8,426.11999999999995
SO - 0001176,Online,2018-11-06,USD,6,0.1,234.5,161.80499999999998,Cocktail Glasses,Sundial ,23.450000000000003,1266.3000000000002,295.47000000000025
SO - 0007230,In-Store,2020-10-12,USD,5,0.075,3899.4,3275.496,Cocktail Glasses,Sundial ,292.455,18034.725000000002,1657.2450000000026
SO - 0007151,Online,2020-10-12,USD,2,0.075,964.8,520.9920000000001,Pillows,Sundial ,72.36,1784.8799999999999,742.8959999999997
SO - 0007870,In-Store,2021-01-01,USD,3,0.05,180.9,123.012,Pillows,Sundial ,9.045,515.565,146.52900000000005
SO - 0003822,Wholesale,2019-08-25,USD,2,0.15,5768.7,2711.289,Wine Storage,Sundial ,865.305,9806.789999999999,4384.211999999999
SO - 0007264,Online,2020-10-15,USD,6,0.05,268.0,211.72,Wine Storage,Sundial ,13.4,1527.6,257.28
SO - 0002335,Online,2019-02-24,USD,1,0.075,676.7,311.28200000000004,Serveware,Sundial ,50.752500000000005,625.9475,314.66549999999995
SO - 0007679,Wholesale,2020-12-16,USD,7,0.075,5400.2,2322.086,Serveware,Sundial ,405.015,34966.295,18711.693
SO - 000461,Distributor,2018-07-25,USD,4,0.05,3832.4,2452.7360000000003,Home Fragrances,Sundial ,191.62,14563.12,4752.1759999999995
SO - 0003565,Online,2019-08-09,USD,5,0.1,877.7,623.167,Home Fragrances,Sundial ,87.77000000000001,3949.6500000000005,833.8150000000005
SO - 0003765,Distributor,2019-08-18,USD,5,0.05,3979.8,2626.668,Home Fragrances,Sundial ,198.99,18904.050000000003,5770.710000000003
SO - 0005427,In-Store,2020-03-13,USD,6,0.2,1005.0,804.0,Home Fragrances,Sundial ,201.0,4824.0,0.0
SO - 000507,Distributor,2018-08-06,USD,6,0.075,5976.400000000001,3466.312,Floral,Sundial ,448.23,33169.020000000004,12371.148000000005
SO - 000562,In-Store,2018-08-24,USD,8,0.075,221.1,179.091,Floral,Sundial ,16.5825,1636.1399999999999,203.4119999999998
SO - 000825,In-Store,2018-09-07,USD,7,0.075,2378.5,1546.025,Floral,Sundial ,178.3875,15400.787500000002,4578.612500000001
SO - 0003649,In-Store,2019-08-04,USD,3,0.05,2385.2000000000003,1311.8600000000004,Floral,Sundial ,119.26000000000002,6797.82,2862.239999999999
SO - 0004492,Online,2019-11-20,USD,5,0.075,2907.8,2239.0060000000003,Floral,Sundial ,218.085,13448.575,2253.5449999999983
SO - 0002849,In-Store,2019-05-18,USD,3,0.05,2646.5,1085.0649999999998,Blankets,Sundial ,132.32500000000002,7542.525000000001,4287.330000000001
SO - 0006660,In-Store,2020-07-25,USD,6,0.075,6083.6,2980.964,Blankets,Sundial ,456.27000000000004,33763.979999999996,15878.195999999996
SO - 000861,Online,2018-09-29,USD,3,0.1,5339.900000000001,2830.1470000000004,Phones,Sundial ,533.9900000000001,14417.730000000003,5927.2890000000025
SO - 000888,In-Store,2018-09-29,USD,2,0.05,174.20000000000002,80.132,Phones,Sundial ,8.71,330.98,170.716
SO - 0001073,Online,2018-10-07,USD,2,0.075,1165.8,524.61,Phones,Sundial ,87.43499999999999,2156.73,1107.51
SO - 000924,Online,2018-09-22,USD,2,0.1,1145.7,847.818,Pendants,Sundial ,114.57000000000001,2062.26,366.62400000000025
SO - 0002762,Distributor,2019-04-27,USD,3,0.4,1098.8,813.112,Pendants,Sundial ,439.52,1977.84,-461.49599999999987
SO - 0004442,In-Store,2019-11-28,USD,5,0.05,1132.3,758.641,Pendants,Sundial ,56.615,5378.424999999999,1585.2199999999993
SO - 0007618,In-Store,2020-11-25,USD,8,0.15,2653.2000000000003,1167.408,Pendants,Sundial ,397.98,18041.760000000002,8702.496000000003
SO - 0001056,Online,2018-10-12,USD,8,0.075,2881.0,1325.26,Basketball,Sundial ,216.075,21319.4,10717.320000000002
SO - 0001553,Online,2018-12-07,USD,1,0.05,5929.5,2786.865,Basketball,Sundial ,296.475,5633.025,2846.16
SO - 0004834,In-Store,2020-01-10,USD,5,0.075,1829.1,1188.9150000000002,Wall Coverings,Sundial ,137.18249999999998,8459.5875,2515.012499999999
SO - 0007868,Distributor,2020-12-30,USD,5,0.075,850.9,433.959,Wall Coverings,Sundial ,63.817499999999995,3935.4125,1765.6174999999998
SO - 0001403,Online,2018-11-23,USD,4,0.05,1005.0,452.25,Candleholders,Sundial ,50.25,3819.0,2010.0
SO - 0001685,In-Store,2018-12-25,USD,6,0.2,207.7,99.696,Candleholders,Sundial ,41.54,996.96,398.7840000000001
SO - 0001850,Wholesale,2019-01-19,USD,8,0.05,991.6,694.12,Candleholders,Sundial ,49.580000000000005,7536.16,1983.1999999999998
SO - 0002528,Online,2019-04-02,USD,2,0.075,2606.3,1407.4020000000005,Candleholders,Sundial ,195.4725,4821.655000000001,2006.8509999999997
SO - 0002940,Online,2019-06-03,USD,2,0.05,2465.6,1405.3919999999998,Candleholders,Sundial ,123.28,4684.639999999999,1873.8559999999998
SO - 0004131,In-Store,2019-10-17,USD,6,0.15,1085.4,868.3200000000002,Candleholders,Sundial ,162.81,5535.540000000001,325.6199999999999
SO - 0005016,In-Store,2020-01-23,USD,8,0.3,2619.7000000000003,1938.578,Candleholders,Sundial ,785.9100000000001,14670.320000000002,-838.3039999999983
SO - 0006243,Online,2020-06-21,USD,6,0.075,2010.0,1065.3,Candleholders,Sundial ,150.75,11155.5,4763.700000000001
SO - 0001227,Wholesale,2018-11-01,USD,8,0.1,824.1,395.568,Festive,Sundial ,82.41000000000001,5933.52,2768.9760000000006
SO - 0006716,In-Store,2020-08-16,USD,7,0.075,207.7,93.465,Festive,Sundial ,15.577499999999999,1344.8575,690.6025000000001
SO - 0007519,In-Store,2020-11-07,USD,1,0.4,1929.6,1138.464,Festive,Sundial ,771.84,1157.7599999999998,19.29599999999982
SO - 0007810,Wholesale,2020-12-19,USD,6,0.05,6137.2,3498.204,Festive,Sundial ,306.86,34982.04,13992.815999999999
SO - 0001026,Online,2018-10-09,USD,2,0.075,3470.6,1561.77,Baseball,Sundial ,260.29499999999996,6420.61,3297.0699999999997
SO - 0003009,Online,2019-06-11,USD,5,0.05,2485.7000000000003,1019.137,Collectibles,Sundial ,124.28500000000003,11807.075000000003,6711.390000000003
SO - 0004169,In-Store,2019-10-19,USD,4,0.05,6519.1,3520.3140000000003,Collectibles,Sundial ,325.95500000000004,24772.58,10691.324
SO - 0004268,Online,2019-11-11,USD,1,0.1,201.0,148.74,Collectibles,Sundial ,20.1,180.9,32.16
SO - 0005450,Online,2020-03-07,USD,1,0.05,2311.5,1040.175,Collectibles,Sundial ,115.575,2195.925,1155.7500000000002
SO - 0004132,Online,2019-09-30,USD,1,0.075,1105.5,873.345,Vanities,Sundial ,82.9125,1022.5875,149.24249999999995
SO - 0005558,Wholesale,2020-03-16,USD,6,0.15,1721.9,774.855,Vanities,Sundial ,258.285,8781.69,4132.56
SO - 0006555,In-Store,2020-07-29,USD,4,0.3,3939.6,3269.868,Vanities,Sundial ,1181.8799999999999,11030.880000000001,-2048.5919999999987
SO - 000850,Wholesale,2018-09-08,USD,4,0.075,2432.1,2018.643,Bean Bags,Sundial ,182.4075,8998.77,924.1980000000003
SO - 0005324,Online,2020-02-29,USD,6,0.3,971.5,641.19,Bean Bags,Sundial ,291.45,4080.2999999999997,233.1599999999994
SO - 0007140,Distributor,2020-09-27,USD,7,0.05,1025.1,563.8050000000002,Bean Bags,Sundial ,51.254999999999995,6816.914999999999,2870.279999999998
SO - 0007161,Online,2020-10-13,USD,8,0.05,2894.4,2402.352,Bean Bags,Sundial ,144.72,21997.440000000002,2778.6240000000034
SO - 0007292,Online,2020-10-25,USD,7,0.05,1112.2,778.54,Bean Bags,Sundial ,55.61000000000001,7396.130000000001,1946.3500000000013
SO - 000996,In-Store,2018-09-24,USD,1,0.075,1273.0,814.72,Dining Furniture,Ei ,95.475,1177.525,362.80500000000006
SO - 0001503,In-Store,2018-12-15,USD,6,0.05,1025.1,584.307,Dining Furniture,Ei ,51.254999999999995,5843.07,2337.2279999999996
SO - 0001582,In-Store,2018-12-02,USD,2,0.075,2311.5,1410.015,Dining Furniture,Ei ,173.36249999999998,4276.275,1456.2449999999994
SO - 0002746,Wholesale,2019-05-01,USD,1,0.05,167.5,82.075,Dining Furniture,Ei ,8.375,159.125,77.05
SO - 0003839,Distributor,2019-08-27,USD,5,0.2,1058.6,497.542,Dining Furniture,Ei ,211.72,4234.4,1746.6899999999996
SO - 0004346,In-Store,2019-11-11,USD,2,0.1,1273.0,509.2000000000001,Dining Furniture,Ei ,127.30000000000001,2291.4,1273.0
SO - 0001824,In-Store,2019-01-09,USD,4,0.075,1031.8,691.306,Wreaths,Ei ,77.38499999999999,3817.66,1052.4359999999997
SO - 0002601,Online,2019-04-27,USD,3,0.075,6137.2,3375.46,Wreaths,Ei ,460.28999999999996,17030.73,6904.3499999999985
SO - 0004174,In-Store,2019-10-09,USD,1,0.05,2378.5,1879.015,Wreaths,Ei ,118.92500000000001,2259.575,380.5599999999997
SO - 0006313,In-Store,2020-06-24,USD,6,0.15,1822.4,1530.816,Wreaths,Ei ,273.36,9294.24,109.34399999999914
SO - 0001450,Online,2018-12-04,USD,2,0.1,750.4,405.216,Stemware,Ei ,75.04,1350.72,540.288
SO - 0007078,In-Store,2020-10-06,USD,8,0.075,241.2,202.608,Stemware,Ei ,18.09,1784.8799999999999,164.01599999999985
SO - 0001388,Online,2018-11-12,USD,5,0.075,261.3,216.879,Accessories,Ei ,19.5975,1208.5125,124.11750000000006
SO - 0002839,Distributor,2019-05-06,USD,6,0.075,931.3,474.963,Accessories,Ei ,69.8475,5168.715,2318.937
SO - 0005224,In-Store,2020-02-13,USD,8,0.075,5554.3,4276.811000000001,Accessories,Ei ,416.5725,41101.82,6887.331999999995
SO - 0006583,Distributor,2020-08-11,USD,7,0.05,1835.8,771.036,Accessories,Ei ,91.79,12208.07,6810.818
SO - 0001441,In-Store,2018-12-07,USD,5,0.05,2720.2000000000003,1251.292,Candles,Ei ,136.01000000000002,12920.95,6664.490000000002
SO - 0005495,In-Store,2020-03-24,USD,1,0.075,2358.4,990.528,Candles,Ei ,176.88,2181.52,1190.992
SO - 0007504,In-Store,2020-11-16,USD,8,0.1,1909.5,1145.7,Candles,Ei ,190.95000000000002,13748.4,4582.799999999999
SO - 000398,In-Store,2018-07-18,USD,6,0.05,2385.2000000000003,1454.9720000000002,Cookware,Ei ,119.26000000000002,13595.64,4865.807999999997
SO - 0004856,Online,2019-12-30,USD,1,0.075,2974.8,1487.4,Cookware,Ei ,223.11,2751.69,1264.29
SO - 0006598,In-Store,2020-08-08,USD,1,0.2,871.0,540.02,Cookware,Ei ,174.20000000000002,696.8,156.77999999999997
SO - 000369,Online,2018-07-15,USD,8,0.075,3758.7,1954.524,Bathroom Furniture,Ei ,281.9025,27814.379999999997,12178.187999999998
SO - 0001727,Wholesale,2019-01-06,USD,3,0.05,3879.3,2715.51,Bathroom Furniture,Ei ,193.96500000000003,11056.005000000001,2909.4750000000004
SO - 0002115,Distributor,2019-01-29,USD,7,0.075,5701.7,2907.867,Bathroom Furniture,Ei ,427.6275,36918.5075,16563.438499999997
SO - 0002535,Online,2019-03-22,USD,6,0.05,5360.0,2840.8,Bathroom Furniture,Ei ,268.0,30552.0,13507.199999999997
SO - 000108,In-Store,2018-07-01,USD,5,0.05,1815.7,1525.188,Sculptures,Ei ,90.78500000000001,8624.575,998.6350000000002
SO - 0003924,Distributor,2019-09-19,USD,8,0.05,1132.3,486.889,Sculptures,Ei ,56.615,8605.48,4710.3679999999995
SO - 0004809,Online,2020-01-02,USD,7,0.05,2385.2000000000003,1311.8600000000004,Sculptures,Ei ,119.26000000000002,15861.58,6678.559999999998
SO - 0005368,Online,2020-03-18,USD,6,0.05,2559.4,1330.888,Sculptures,Ei ,127.97000000000001,14588.580000000002,6603.252000000002
SO - 0006733,Online,2020-08-14,USD,7,0.05,3075.3,1599.1560000000002,Sculptures,Ei ,153.76500000000001,20450.745000000003,9256.653000000002
SO - 0007612,Wholesale,2020-12-10,USD,5,0.4,1165.8,617.874,Sculptures,Ei ,466.32,3497.4,408.0300000000002
SO - 0007911,Distributor,2020-12-28,USD,8,0.2,6324.8,2719.664,Sculptures,Ei ,1264.96,40478.72,18721.408
SO - 000109,In-Store,2018-06-21,USD,4,0.3,3879.3,2211.201,Audio,Ei ,1163.79,10862.04,2017.2360000000008
SO - 000281,In-Store,2018-07-10,USD,2,0.15,1675.0,1072.0,Audio,Ei ,251.25,2847.5,703.5
